ID,Ultimo_Ingreso,ID_Fab,Detalle,Cantidad,Costo_U,Costo,Venta,Renta,Benf_Cost,Benf_Vent,Cotizacion,Proveedor
118985,21/05/2026,WDS100T2G0C,DISCO SSD M.2 1TB WD GREEN SN350 NVME,22.000,130.47000,2870.34000000,1241.56,-1628.78,-56.75,-131.19,,LASET S.A.
119082,15/05/2025,GV-R77XTGAMING OC-12GD,PLACA DE VIDEO GIGABYTE RADEON RX 7700 XT GAMING OC 12GB,7.000,398.15000,2787.05000000,3082.59,295.54,10.6,9.59,,LASET S.A.
119139,14/04/2026,100-100001582BOX,PROCESADOR AMD (AM4) RYZEN 7 5800XT (S/COOLER),11.000,234.11000,2575.21000000,2137.86,-437.35,-16.98,-20.46,,LASET S.A.
4999,16/01/2023,31710011100,AURICULAR + MIC HEADSET GENIUS HS-05A,1.000,13.12920,13.12920000,12.34,-0.79,-6,-6.38,,New Bytes INC
119762,08/05/2025,LF24T350FHLXZB,MONITOR SAMSUNG LED 24 T350H XZB,11.000,98.45825,1083.04075000,1316.78,233.74,21.58,17.75,,MULTIPOINT SA (MULTIRADIO)
104446,11/07/2022,F4-3600C18D-16GTZN,MEMORIA GSKILL TRIDENT Z DDR4 16 GB 3600 MHZ RGB NEO PC4 28800 2X8,3.000,104.02880,312.08640000,232.05,-80.04,-25.65,-34.49,,LASET S.A.
118928,12/02/2026,PVER532G60C42W,MEMORIA PATRIOT DDR5 VIPER ELITE 5 32GB 6000 MHZ RGB CL42 WHITE SINGLE PE000940,4.000,394.82000,1579.28000000,392.09,-1187.19,-75.17,-302.79,,LASET S.A.
119727,16/04/2026,GP-P550SS ICE,FUENTE GAMER GIGABYTE 550W ICE 80 PLUS SILVER ATX 3.0 WHITE,18.000,33.00000,594.00000000,681.74,87.74,14.77,12.87,,LASET S.A.
120456,07/07/2025,31010033401,MOUSE USB GENIUS DX-123 BLACK/BLUE,4.000,2.14000,8.56000000,9.95,1.39,16.29,14.01,,LASET S.A.
111755,07/07/2025,31030019401,MOUSE WIRELESS GENIUS NX-7015 CHOCOLATE,1.000,5.45000,5.45000000,6.45,1,18.27,15.45,,LASET S.A.
120099,03/12/2025,31030030400,MOUSE WIRELESS GENIUS NX-7009 BLACK,1.000,4.38000,4.38000000,5.18,0.8,18.29,15.46,,LASET S.A.
118157,11/05/2023,4250366851730,GIGASET TELEFONO INALAMBRICO A270 DUO BLACK,1.000,85.41000,85.41000000,56.27,-29.14,-34.11,-51.78,,Ceven
119367,25/07/2025,PVV564G600C36K,MEMORIA PATRIOT VIPER VENOM DDR5 64GB 6000MT/S CL36 BLK/SIR HS DUAL KIT PE000949,2.000,140.60000,281.20000000,417.79,136.59,48.57,32.69,,LASET S.A.
120547,28/07/2025,TTP-1050AH2FKG,FUENTE GAMER THERMALTAKE TP GF A3 1050W ANALOG 80 PLUS GOLD FULL MODULAR,2.000,118.90000,237.80000000,264.99,27.19,11.43,10.26,,LASET S.A.
104653,21/05/2026,PSD416G32002,MEMORIA PATRIOT SIGNATURE LINE DDR4 16 GB 3200 MHZ PS001558,1.000,115.75000,115.75000000,37.79,-77.96,-67.35,-206.27,,LASET S.A.
119366,20/02/2026,100-100000253BOX,PROCESADOR AMD (AM4) RYZEN 3 5300G,7.000,79.63000,557.41000000,561.98,4.57,0.82,0.81,,LASET S.A.
120110,03/12/2025,31710029400,AURICULAR BLUETOOTH GENIUS HS-810BT BLACK,3.000,14.32000,42.96000000,47.64,4.68,10.9,9.83,,LASET S.A.
120229,27/05/2025,ROG-ASTRAL-RTX5080-O16G-GAMING,PLACA DE VIDEO ASUS ROG ASTRAL RTX 5080 O 16GB GAMING,4.000,1534.00000,6136.00000000,6819.67,683.67,11.14,10.02,,LASET S.A.
120340,20/04/2025,B650M S2H,MOTHER GIGABYTE (AM5) B650M S2H,1.000,80.70000,80.70000000,89.92,9.22,11.43,10.26,,LASET S.A.
120877,03/07/2025,STARKERAIR-WHCWW,GABINETE ADATA XPG STARKER AIR WHITE,1.000,41.65000,41.65000000,53.11,11.46,27.52,21.58,,LASET S.A.
119119,15/01/2025,NTSWD5P48SP-08K,MEMORIA NETAC SHADOW II DDR5 4800 8GB C40 BLACK,5.000,20.46000,102.30000000,120.93,18.63,18.21,15.4,,LASET S.A.
119696,14/07/2025,WDS200T2X0E,DISCO SSD M.2 2TB WD BLACK SN850X NVME,6.000,150.42000,902.52000000,1012.54,110.02,12.19,10.87,,LASET S.A.
116373,28/04/2025,NTSDD4P32SP-08B,MEMORIA NETAC SHADOW DDR4 3200 8GB C16 BLUE,5.000,11.25000,56.25000000,106.69,50.44,89.67,47.28,,LASET S.A.
118261,23/08/2024,WD20EZBX,DISCO HDD 2TB WD BLUE SATA 256MB 7200RPM WD20EZBX,2.000,63.45000,126.90000000,143.26,16.36,12.89,11.42,,LASET S.A.
118983,09/02/2026,DUAL-RTX3050-O6G,PLACA DE VIDEO ASUS DUAL RTX 3050 O6GB,1.000,170.12000,170.12000000,191.05,20.93,12.3,10.95,,LASET S.A.
119697,28/04/2026,100-100001585BOX,PROCESADOR AMD (AM4) RYZEN 5 5600XT 65W,2.000,132.16000,264.32000000,292.7,28.38,10.74,9.7,,LASET S.A.
120542,03/06/2025,CL-W375-PL14SW-A,WATER COOLER THERMALTAKE TH280 V2 ARGB SYNC BLACK,1.000,86.10000,86.10000000,91.06,4.96,5.76,5.44,,LASET S.A.
116652,04/06/2025,100-100000927BOX,PROCESADOR AMD (AM4) RYZEN 5 5600,45.000,91.47000,4116.15000000,4717.11,600.96,14.6,12.74,,LASET S.A.
118258,19/05/2026,PRIME B650M-A II,MOTHER ASUS (AM5) PRIME B650M-A II,1.000,101.07000,101.07000000,118.62,17.55,17.37,14.8,,LASET S.A.
119431,29/07/2025,AX5U6000C3016G-DTLABRBK,MEMORIA ADATA DIMM LANCER 32GB (2X16) DDR5 6000 RGB,1.000,117.22000,117.22000000,125.83,8.61,7.34,6.84,,ADATA TECHNOLOGY
117377,07/07/2025,31730035402,PARLANTE GENIUS SW-2.1 300 BLACK,2.000,18.67000,37.34000000,42.47,5.13,13.74,12.08,,LASET S.A.
119196,07/03/2025,TUF GAMING CASE GT 501/WHITE,GABINETE GAMER ASUS GT501 TUF GAMING CASE WHITE,2.000,166.00000,332.00000000,284.74,-47.26,-14.23,-16.6,,LASET S.A.
115239,20/01/2026,ASU650SS-256GT-R,DISCO SSD ADATA SU650 2.5 256GB,32.000,37.92000,1213.44000000,500.67,-712.77,-58.74,-142.36,,LASET S.A.
119957,09/03/2026,24992,AURICULAR GAMER TRUST ZIROX PINK GXT415P,1.000,18.23000,18.23000000,25.08,6.85,37.58,27.32,,LASET S.A.
119038,26/05/2026,B760M E,MOTHER GIGABYTE (LGA1700) B760M E,1.000,76.53000,76.53000000,91.07,14.54,18.99,15.96,,LASET S.A.
103722,20/05/2026,31730029401,PARLANTE GENIUS USB SP-HF180 BLACK,3.000,6.38000,19.14000000,22.15,3.01,15.74,13.6,,LASET S.A.
