ID,Ultimo_Ingreso,ID_Fab,Detalle,Cantidad,Costo_U,Costo,Venta,Renta,Benf_Cost,Benf_Vent,Cotizacion,Proveedor
113126,03/09/2025,A520M DS3H AC,MOTHER GIGABYTE (AM4) A520M DS3H AC,4.000,70.06000,280.24000000,304.72,24.48,8.74,8.03,,LASET S.A.
118312,05/08/2025,RX 6600 CLD 8GB,PLACA DE VIDEO ASROCK RX 6600 8GB CHALLENGER,1.000,201.28000,201.28000000,245.55,44.27,22,18.03,,LASET S.A.
119905,25/09/2025,ROG STRIX B850-A GAMING WIFI,MOTHER ASUS (AM5) ROG STRIX B850-A GAMING WIFI,2.000,247.38000,494.76000000,558.61,63.85,12.9,11.43,,LASET S.A.
119766,29/07/2025,AORUS FO27Q3 SA,MONITOR GAMER GIGABYTE 26.5 AORUS FO27Q3 SA,1.000,561.64000,561.64000000,721.63,159.99,28.49,22.17,,LASET S.A.
119024,28/04/2026,100-100001591BOX,PROCESADOR AMD (AM5) RYZEN 5 8400F C/COOLER,11.000,140.88000,1549.68000000,1466.76,-82.92,-5.35,-5.65,,LASET S.A.
119111,27/06/2024,G432,AURICULAR GAMER LOGITECH G432,1.000,78.61712,78.61712000,89.7,11.08,14.1,12.35,,CORCISA SA
119906,25/09/2025,ROG STRIX B850-F GAMING WIFI,MOTHER ASUS (AM5) ROG STRIX B850-F GAMING WIFI,2.000,269.38000,538.76000000,619.84,81.08,15.05,13.08,,LASET S.A.
120295,25/03/2025,PSF128GXRB3U,PEN DRIVE PATRIOT XPORTER CORE USB 3.2 128GB PS001781,3.000,6.20000,18.60000000,23.19,4.59,24.7,19.81,,LASET S.A.
118820,14/04/2026,YD3000C6FHSBX,PROCESADOR AMD (AM4) ATHLON 3000G,13.000,31.15000,404.95000000,481.58,76.63,18.92,15.91,,LASET S.A.
119259,16/04/2026,GP-UD750GM PG5,FUENTE GAMER GIGABYTE 750W PG5 80 PLUS MODULAR GOLD,2.000,68.12000,136.24000000,169.42,33.18,24.35,19.58,,LASET S.A.
119930,11/12/2025,RZ03-04970200-R3U1,TECLADO GAMER RAZER HUNTSMAN V3 PRO BLACK OPTICAL ANALOG US-EN,3.000,150.14000,450.42000000,538.96,88.54,19.66,16.43,,LASET S.A.
120843,25/06/2025,A00663,SMARTWATCH ARGOMTECH C61 BLACK ALUMINIUM 2 STRAPS INCLUIDED BLACK Y GREEN 1.45 DISPLAY,1.000,48.78000,48.78000000,53.78,5,10.26,9.3,,Ceven
103180,05/07/2022,KB-NPP-TBBLSP-01,TECLADO GAMER TT ESPORTS NEPTUNE PRO TTC BLUE AXIS,2.000,72.07080,144.14160000,77.87,-66.27,-45.98,-85.11,,LASET S.A.
103319,13/11/2025,SFX-GC783,GABINETE SFX KIT 783 BLACK,11.000,22.35000,245.85000000,364.48,118.63,48.25,32.55,,LASET S.A.
121122,12/02/2026,11350-03-20G,PLACA DE VIDEO SAPPHIRE PULSE RX 9060 XT GAMING OC 16GB,19.000,432.00000,8208.00000000,7751.46,-456.54,-5.56,-5.89,,LASET S.A.
117370,20/05/2026,31330006402,TECLADO + MOUSE COMBO USB GENIUS KM-170 BLACK,24.000,6.58000,157.92000000,184.63,26.71,16.91,14.47,,LASET S.A.
117726,25/06/2025,100-100000593WOF,PROCESADOR AMD (AM5) RYZEN 5 7600X,3.000,204.00000,612.00000000,635.97,23.97,3.92,3.77,,LASET S.A.
118929,22/05/2025,PVER516G60C42W,MEMORIA PATRIOT DDR5 VIPER ELITE 5 16GB 6000 MHZ RGB CL42 WHITE SINGLE PE000942,18.000,39.15000,704.70000000,995.59,290.89,41.28,29.22,,LASET S.A.
119000,20/05/2026,31320003400,TECLADO NUMERICO WIRELESS GENIUS NUMPAD 1000 BLACK,2.000,5.35000,10.70000000,12.28,1.58,14.79,12.88,,LASET S.A.
118222,25/07/2025,PEF128GRLB32U,PEN DRIVE PATRIOT RAGE LITE 128GB USB 3.2 PE000848,1.000,9.34000,9.34000000,11.73,2.39,25.59,20.37,,LASET S.A.
118337,20/05/2026,32590002400,GENIUS ADAPTADOR USB-C A USB-A ASSY RS2 ACC-C2A,1.000,1.79000,1.79000000,2.1,0.31,17.35,14.79,,LASET S.A.
118220,25/07/2025,PEF32GRLB32U,PEN DRIVE PATRIOT RAGE LITE 32GB USB 3.2 PE000846,4.000,4.02000,16.08000000,18.9,2.82,17.57,14.94,,LASET S.A.
119993,15/09/2025,CA-1X2-00M1WN-01,GABINETE THERMALTAKE S200 PLUS TG ARGB BLACK TEMPERED GLASS,5.000,47.63000,238.15000000,293.45,55.3,23.22,18.84,,LASET S.A.
120820,29/07/2025,B760M A ELITE DDR4,MOTHER GIGABYTE (LGA1700) B760M A ELITE DDR4,1.000,122.96000,122.96000000,152.57,29.61,24.08,19.41,,LASET S.A.
121158,13/08/2025,NT03U197N-064G-20BK,PEN DRIVE NETAC U197 BLACK 64GB USB 2.0,9.000,2.74000,24.66000000,34.79,10.13,41.07,29.11,,LASET S.A.
103749,18/05/2026,TCA-1200N-V,LYONN ESTABILIZADOR ELECT. TCA-1200N-V,2.000,16.60796,33.21592000,51.31,18.09,54.46,35.26,,SOLYTEC
120192,09/02/2026,ROG STRIX LC III 360 ARGB WHITE,WATER COOLER ASUS ROG STRIX LC III 360 ARGB WHITE,2.000,218.25000,436.50000000,529.25,92.75,21.25,17.52,,LASET S.A.
120349,20/04/2025,B860M AORUS ELITE,MOTHER GIGABYTE (LGA 1851) B860M AORUS ELITE,1.000,161.40000,161.40000000,186.11,24.71,15.31,13.28,,LASET S.A.
120821,16/04/2026,GS32QCA,MONITOR GAMER GIGABYTE 32 GS32QCA,1.000,228.46000,228.46000000,293.43,64.97,28.44,22.14,,LASET S.A.
121139,05/08/2025,WDS400T4X0E,DISCO SSD M.2 4TB WD BLACK SN7100 NVME,3.000,251.60000,754.80000000,845.36,90.56,12,10.71,,LASET S.A.
117802,16/04/2025,WDS500G3X0E,DISCO SSD M.2 500GB WD BLACK SN770 NVME,7.000,38.67000,270.69000000,293.11,22.42,8.28,7.65,,LASET S.A.
118301,20/01/2026,AX4U320016G16A-SBKD35,MEMORIA XPG 16GB 16A DDR4 3200 D35,9.000,88.41000,795.69000000,353.72,-441.97,-55.55,-124.95,,LASET S.A.
119736,31/03/2026,ROG STRIX X870E-E GAMING WIFI,MOTHER ASUS (AM5) ROG STRIX X870E-E GAMING WIFI,3.000,455.18000,1365.54000000,1542.76,177.22,12.98,11.49,,LASET S.A.
109338,28/08/2025,DWA-185,D-LINK USB WIFI DWA-185 WIFI 5 AC1200 DUAL BAND CON ANTENA,1.000,13.25757,13.25757000,16.09,2.84,21.4,17.63,,EL AUDITOR SA
118221,25/07/2025,PEF64GRLB32U,PEN DRIVE PATRIOT RAGE LITE 64GB USB 3.2 PE000847,2.000,5.61000,11.22000000,13.24,2.02,18,15.25,,LASET S.A.
118837,14/04/2026,100-100001237BOX,PROCESADOR AMD (AM5) RYZEN 5 8600G,11.000,153.25000,1685.75000000,1929.72,243.97,14.47,12.64,,LASET S.A.
111454,21/05/2026,100-00000263BOX,PROCESADOR AMD (AM4) RYZEN 7 5700G,22.000,160.85000,3538.70000000,3183.45,-355.25,-10.04,-11.16,,LASET S.A.
120329,29/07/2025,B850 A ELITE WF7 ICE,MOTHER GIGABYTE (AM5) B850 A ELITE WF7 ICE,6.000,191.73000,1150.38000000,1339.32,188.94,16.42,14.11,,LASET S.A.
120105,20/05/2026,31730052402,PARLANTE PORTATIL BLUETOOTH GENIUS SP-915BT RGB BLUE,1.000,8.62000,8.62000000,9.94,1.32,15.37,13.32,,LASET S.A.
120234,27/05/2025,TUF-RTX5070TI-O16G-GAMING,PLACA DE VIDEO ASUS TUF RTX 5070 TI OC 16GB GAMING,29.000,984.68000,28555.72000000,26246.97,-2308.75,-8.09,-8.8,,LASET S.A.
121138,05/08/2025,WDS100T4X0E,DISCO SSD M.2 1TB WD BLACK SN7100 NVME,4.000,79.33000,317.32000000,349.23,31.91,10.06,9.14,,LASET S.A.
113157,21/05/2026,P300P512GM28,DISCO SSD PATRIOT P300 512 GB M.2 2280 PCIE GEN3 X4 PE000691,8.000,79.58000,636.64000000,244.72,-391.92,-61.56,-160.15,,LASET S.A.
118493,31/03/2026,ROG STRIX B550-F GAMING (WI-FI) II,MOTHER ASUS (AM4) ROG STRIX B550-F GAMING (WI-FI) II,4.000,150.00000,600.00000000,749.73,149.73,24.95,19.97,,LASET S.A.
119480,27/03/2025,A520M/AC (BULK),MOTHER ASROCK (AM4) A520M WIFI-AC+BT (BULK),4.000,56.55000,226.20000000,261.17,34.97,15.46,13.39,,LASET S.A.
118258,19/05/2026,PRIME B650M-A II,MOTHER ASUS (AM5) PRIME B650M-A II,5.000,101.07000,505.35000000,587.9,82.55,16.34,14.04,,LASET S.A.
119431,29/07/2025,AX5U6000C3016G-DTLABRBK,MEMORIA ADATA DIMM LANCER 32GB (2X16) DDR5 6000 RGB,4.000,117.22000,468.88000000,527.39,58.51,12.48,11.09,,ADATA TECHNOLOGY
118985,21/05/2026,WDS100T2G0C,DISCO SSD M.2 1TB WD GREEN SN350 NVME,11.000,130.47000,1435.17000000,612.41,-822.76,-57.33,-134.35,,LASET S.A.
119082,15/05/2025,GV-R77XTGAMING OC-12GD,PLACA DE VIDEO GIGABYTE RADEON RX 7700 XT GAMING OC 12GB,3.000,398.15000,1194.45000000,1287.32,92.87,7.78,7.21,,LASET S.A.
119139,14/04/2026,100-100001582BOX,PROCESADOR AMD (AM4) RYZEN 7 5800XT (S/COOLER),9.000,234.11000,2106.99000000,1724.1,-382.89,-18.17,-22.21,,LASET S.A.
119697,28/04/2026,100-100001585BOX,PROCESADOR AMD (AM4) RYZEN 5 5600XT 65W,1.000,132.16000,132.16000000,145.7,13.54,10.24,9.29,,LASET S.A.
119973,10/02/2025,25510,TECLADO TRUST ZORA MECHANICAL US GXT871,1.000,27.14000,27.14000000,33.63,6.49,23.91,19.29,,LASET S.A.
118863,04/12/2025,25067,MOUSE GAMER TRUST FELOX BLUE GXT109B,1.000,6.56000,6.56000000,9.36,2.8,42.73,29.94,,LASET S.A.
119050,28/04/2026,100-100001590BOX,PROCESADOR AMD (AM5) RYZEN 7 8700F,1.000,209.88000,209.88000000,246.8,36.92,17.59,14.96,,LASET S.A.
119366,20/02/2026,100-100000253BOX,PROCESADOR AMD (AM4) RYZEN 3 5300G,1.000,79.63000,79.63000000,80.04,0.41,0.51,0.51,,LASET S.A.
119409,29/07/2025,X870E A ELITE WIFI7,MOTHER GIGABYTE (AM5) X870E A ELITE WIFI7,1.000,275.09000,275.09000000,337.61,62.52,22.73,18.52,,LASET S.A.
120340,20/04/2025,B650M S2H,MOTHER GIGABYTE (AM5) B650M S2H,1.000,80.70000,80.70000000,88.98,8.28,10.27,9.31,,LASET S.A.
118193,25/03/2025,A620M-HDV/M.2,MOTHER ASROCK (AM5) A620M-HDV/M.2,1.000,83.60000,83.60000000,85.76,2.16,2.59,2.52,,LASET S.A.
119119,15/01/2025,NTSWD5P48SP-08K,MEMORIA NETAC SHADOW II DDR5 4800 8GB C40 BLACK,14.000,20.46000,286.44000000,337.86,51.42,17.95,15.22,,LASET S.A.
119159,01/08/2025,NV-IX120FWP,COOLER FAN 120mm ARGB PMW RAIDMAX INFINITA-AIR WHITE,2.000,4.38000,8.76000000,16.54,7.78,88.86,47.05,,LASET S.A.
119696,14/07/2025,WDS200T2X0E,DISCO SSD M.2 2TB WD BLACK SN850X NVME,5.000,150.42000,752.10000000,836.47,84.37,11.22,10.09,,LASET S.A.
104446,11/07/2022,F4-3600C18D-16GTZN,MEMORIA GSKILL TRIDENT Z DDR4 16 GB 3600 MHZ RGB NEO PC4 28800 2X8,1.000,104.02880,104.02880000,76.81,-27.22,-26.17,-35.44,,LASET S.A.
119727,16/04/2026,GP-P550SS ICE,FUENTE GAMER GIGABYTE 550W ICE 80 PLUS SILVER ATX 3.0 WHITE,1.000,33.00000,33.00000000,38.61,5.61,16.99,14.52,,LASET S.A.
117377,07/07/2025,31730035402,PARLANTE GENIUS SW-2.1 300 BLACK,1.000,18.67000,18.67000000,21.3,2.63,14.07,12.34,,LASET S.A.
119196,07/03/2025,TUF GAMING CASE GT 501/WHITE,GABINETE GAMER ASUS GT501 TUF GAMING CASE WHITE,1.000,166.00000,166.00000000,127.48,-38.52,-23.2,-30.21,,LASET S.A.
119929,11/12/2025,RZ03-05021700-R311,TECLADO GAMER RAZER HUNTSMAN V3 X TENKEYLESS PURPLE CLICKY ESPAÑOL,1.000,72.06000,72.06000000,83.38,11.32,15.72,13.58,,LASET S.A.
118296,29/07/2025,AD4S32008G22-SGN,MEMORIA ADATA SODIMM DDR4 8GB 3200 G22 SGN,7.000,17.58000,123.06000000,138.23,15.17,12.33,10.97,,ADATA TECHNOLOGY
119367,25/07/2025,PVV564G600C36K,MEMORIA PATRIOT VIPER VENOM DDR5 64GB 6000MT/S CL36 BLK/SIR HS DUAL KIT PE000949,1.000,140.60000,140.60000000,203.56,62.96,44.78,30.93,,LASET S.A.
120547,28/07/2025,TTP-1050AH2FKG,FUENTE GAMER THERMALTAKE TP GF A3 1050W ANALOG 80 PLUS GOLD FULL MODULAR,1.000,118.90000,118.90000000,133.39,14.49,12.18,10.86,,LASET S.A.
115239,20/01/2026,ASU650SS-256GT-R,DISCO SSD ADATA SU650 2.5 256GB,116.000,37.92000,4398.72000000,1816.64,-2582.08,-58.7,-142.14,,LASET S.A.
118727,14/07/2025,DWA-582,D-LINK PLACA DE RED PCI-E  DWA-582 WIFI 5 AC1200 DUAL BAND CON 2 ANTENAS,1.000,16.77000,16.77000000,18.97,2.2,13.13,11.6,,LASET S.A.
120307,04/08/2025,90NB0ZT2-M011D0,ASUS NOTEBOOK E1504 I3 N305 15 256G 8G FREE,1.000,312.00000,312.00000000,352.99,40.99,13.14,11.61,,PCARTS Argentina SA
120536,15/09/2025,CL-P120-CA12SW-A,CPU COOLER THERMALTAKE ASTRIA 400 AIR 6 PIPE SYNC,4.000,41.76000,167.04000000,200.08,33.04,19.78,16.51,,LASET S.A.
119820,15/01/2025,NT03U182N-128G-30RE,PEN DRIVE NETAC U182 RED 3.0 128GB RETRACTIL,3.000,5.73000,17.19000000,20.09,2.9,16.89,14.45,,LASET S.A.
119902,25/09/2025,TUF GAMING B850M-PLUS WIFI,MOTHER ASUS (AM5) TUF GAMING B850M-PLUS WIFI,2.000,187.55000,375.10000000,447.51,72.41,19.31,16.18,,LASET S.A.
120093,17/02/2025,31340015401,TECLADO + MOUSE WIRELESS GENIUS SLIMSTAR 8230 WHITE DUAL BT/2.4Ghz,1.000,15.07000,15.07000000,16.35,1.28,8.49,7.83,,LASET S.A.
120713,26/05/2026,GV-N506TEAGLE OC-8GD,PLACA DE VIDEO GIGABYTE RTX 5060TI EAGLE OC 8GB,1.000,429.11000,429.11000000,429.25,0.14,0.03,0.03,,LASET S.A.
118208,23/08/2024,SDCZ410-064G-G46,PEN DRIVE 64GB SANDISK ULTRA SHIFT USB3,1.000,5.95000,5.95000000,7.24,1.29,21.71,17.84,,LASET S.A.
118812,22/05/2026,RZ03-04702800-R311,TECLADO GAMER RAZER BLACKWIDOW V4 X YELLOW-SWITCH LINEAR SILENT ESPAÑOL,1.000,79.93000,79.93000000,90.33,10.4,13.01,11.51,,LASET S.A.
119027,29/07/2025,B650M H,MOTHER GIGABYTE (AM5) B650M H,6.000,73.98000,443.88000000,498.89,55.01,12.39,11.03,,LASET S.A.
119969,09/03/2026,25372,MICROFONO TRUST YUNIX USB BLACK GXT234,1.000,21.50000,21.50000000,26.07,4.57,21.26,17.53,,LASET S.A.
120159,07/03/2025,TUF GAMING GT502 HORIZONT WHITE,GABINETE GAMER ASUS GT502 TUF GAMING WHITE,3.000,167.00000,501.00000000,395.19,-105.81,-21.12,-26.77,,LASET S.A.
121092,30/07/2025,AN3U,D-LINK USB WIFI N300 WI-FI 4 ADAPTER,2.000,5.86000,11.72000000,13.93,2.21,18.87,15.88,,LASET S.A.
120537,15/09/2025,CL-P121-CA12SW-A,CPU COOLER THERMALTAKE ASTRIA 600 AIR 6 PIPE SYNC,2.000,53.88000,107.76000000,129.99,22.23,20.63,17.1,,LASET S.A.
121137,21/05/2026,100-100001504WOF,PROCESADOR AMD (AM4) RYZEN 5 5500X3D,9.000,153.54000,1381.86000000,1552.89,171.03,12.38,11.01,,LASET S.A.
120164,12/02/2026,11348-03-20G,PLACA DE VIDEO SAPPHIRE PULSE RX 9070 XT 16GB,5.000,709.00000,3545.00000000,3883.19,338.19,9.54,8.71,,LASET S.A.
121242,01/06/2026,LS27D300GALXZB,MONITOR SAMSUNG LED 27 D300,2.000,91.16158,182.32316000,225.7,43.38,23.79,19.22,,Stylus SA
111680,20/12/2021,17003,WEBCAM TRUST EXIS BLACK,2.000,12.49920,24.99840000,23.26,-1.74,-6.97,-7.5,,New Bytes INC
116376,28/04/2025,NTSDD4P32SP-08Y,MEMORIA NETAC SHADOW DDR4 3200 8GB C16 GOLD YELLOW,4.000,11.25000,45.00000000,98.21,53.21,118.25,54.18,,LASET S.A.
118757,29/07/2025,ALEG-710-512GCS,DISCO SSD ADATA LEGEND 710 512GB M2 Gen3 x4 2.400/1.800MB/s,13.000,27.36000,355.68000000,397.61,41.93,11.79,10.54,,ADATA TECHNOLOGY
119745,21/11/2024,CO-B1040UM,CONTADORA DE BILLETES OXXEN B1040UM,1.000,64.08000,64.08000000,136.39,72.31,112.85,53.02,,LASET S.A.
120370,10/03/2026,GV-N5070AERO OC-12GD,PLACA DE VIDEO GIGABYTE RTX 5070 AERO OC 12GB,1.000,700.52000,700.52000000,715.28,14.76,2.11,2.06,,LASET S.A.
120766,16/10/2025,B850M PRO-A WIFI,MOTHER ASROCK (AM5) B850M PRO-A WIFI,7.000,131.00000,917.00000000,1052.36,135.36,14.76,12.86,,LASET S.A.
117807,21/05/2026,WDS100T2XHE,DISCO SSD M.2 1TB WD BLACK SN850X NVME HEATSINK,12.000,170.53000,2046.36000000,1341.95,-704.41,-34.42,-52.49,,LASET S.A.
118088,11/12/2025,RZ05-04280100-R3U1,SOUNDBAR RAZER LEVIATHAN V2 X CHROMA BT,2.000,82.87000,165.74000000,199.32,33.58,20.26,16.85,,LASET S.A.
120240,10/11/2025,DM-TCL2WF-BLA,TOMACORRIENTE+TECLA HUNNOX SMART TACTIL 2 CANALES BLANCO,2.000,12.90000,25.80000000,52.57,26.77,103.76,50.92,,LASET S.A.
120283,20/02/2026,GV-N507TAERO OC-16GD,PLACA DE VIDEO GIGABYTE RTX 5070TI  AERO OC 16GB,2.000,985.01000,1970.02000000,2149.84,179.82,9.13,8.36,,LASET S.A.
120428,25/08/2025,25671,PILAS AAA RECARGABLES USB-C TRUST X4,1.000,10.54000,10.54000000,14.54,4,38,27.53,,LASET S.A.
118840,05/08/2025,100-100001236BOX,PROCESADOR AMD (AM5) RYZEN 7 8700G,4.000,231.91000,927.64000000,1013.92,86.28,9.3,8.51,,LASET S.A.
118980,05/08/2025,100-100000931BOX,PROCESADOR AMD (AM5) RYZEN 5 8500G,5.000,119.88000,599.40000000,679.64,80.24,13.39,11.81,,LASET S.A.
119843,08/09/2025,WDS400T2X0E,DISCO SSD M.2 4TB WD BLACK SN850X NVME,1.000,336.27000,336.27000000,393.74,57.47,17.09,14.6,,LASET S.A.
104841,13/04/2022,22090,MOUSE TRUST GXT108 RAVA MOUSE,1.000,8.16640,8.16640000,9.94,1.78,21.77,17.88,,LASET S.A.
118886,04/12/2025,25059,TECLADO TRUST LYRA COMPACT WIRELESS ES,1.000,17.05000,17.05000000,18.47,1.42,8.35,7.7,,LASET S.A.
119161,01/08/2025,NV-X120FWP,COOLER FAN 120mm ARGB PMW RAIDMAX X-AIR WHITE,7.000,3.83000,26.81000000,50.71,23.9,89.16,47.14,,LASET S.A.
121086,15/09/2025,CL-P139-CA12SW-A,CPU COOLER THERMALTAKE ASTRIA 600 AIR 6 PIPE SYNC WHITE,3.000,54.98000,164.94000000,199.48,34.54,20.94,17.32,,LASET S.A.
121088,15/09/2025,CL-W459-PL12SW-A,WATER COOLER THERMALTAKE LA360 ARGB SYNC ALL IN ONE BLACK,5.000,68.43000,342.15000000,404.53,62.38,18.23,15.42,,LASET S.A.
104321,20/10/2025,RZ02-03330400-R3U1,MOUSEPAD RAZER GIGANTUS V2 XXL,1.000,25.02000,25.02000000,32.19,7.17,28.66,22.28,,LASET S.A.
117543,13/05/2026,NT01SA500-240-S3X,DISCO SSD NETAC SA500 2.5 SATA3 240 GB,86.000,39.66000,3410.76000000,1278.04,-2132.72,-62.53,-166.87,,LASET S.A.
118811,11/12/2025,RZ03-04471100-R311,TECLADO GAMER RAZER ORNATA V3 X SILENT ESPAÑOL,1.000,24.01000,24.01000000,29.74,5.73,23.85,19.26,,LASET S.A.
119735,19/05/2026,TUF GAMING X870-PLUS WIFI,MOTHER ASUS (AM5) TUF GAMING X870-PLUS WIFI,2.000,268.84000,537.68000000,610.96,73.28,13.63,11.99,,LASET S.A.
120127,07/03/2025,B850M-X,MOTHER ASROCK (AM5) B850M-X,2.000,109.66000,219.32000000,252.65,33.33,15.2,13.19,,LASET S.A.
120225,25/04/2025,NXSM2500,MONITOR NOBLEX 25 FHD IPS ADAPTIVE SYNC NXSM2500,4.000,91.48688,365.94752000,389.05,23.11,6.31,5.94,,PILISAR S.A.
104832,03/12/2025,ARXGU-80PBZ-550W,FUENTE GAMER AUREOX 550W BRONZE 80+PSU,1.000,21.65000,21.65000000,39.64,17.99,83.08,45.38,,LASET S.A.
119482,16/10/2025,X870 PRO RS WIFI,MOTHER ASROCK (AM5) X870 PRO RS WIFI,4.000,199.12000,796.48000000,909.36,112.88,14.17,12.41,,LASET S.A.
